,reference_date,moneyness,tenor,implied_vol
1,2010-07-30,0.9,90D,0.430785
2,2010-07-30,1.0,90D,0.368825
3,2010-07-30,1.1,90D,0.319517
4,2010-07-30,1.2,90D,0.2785863
5,2010-07-30,0.8,180D,0.4787519
6,2010-07-30,0.9,180D,0.41997500000000004
7,2010-07-30,1.0,180D,0.366982
8,2010-07-30,1.1,180D,0.32034599999999996
9,2010-07-30,1.2,180D,0.280135
10,2010-07-30,0.8,360D,0.448285
11,2010-07-30,0.9,360D,0.37750100000000003
12,2010-07-30,1.0,360D,0.33722499999999994
13,2010-07-30,1.1,360D,0.318761
14,2010-07-30,1.2,360D,0.3062119
15,2010-07-30,0.8,720D,0.404335
16,2010-07-30,0.9,720D,0.367286
17,2010-07-30,1.0,720D,0.320629
18,2010-07-30,1.1,720D,0.297683
19,2010-07-30,1.2,720D,0.2904819
0,2010-08-02,0.8,90D,0.4890269
1,2010-08-02,0.9,90D,0.41652500000000003
2,2010-08-02,1.0,90D,0.35777000000000003
3,2010-08-02,1.1,90D,0.310241
4,2010-08-02,1.2,90D,0.27610880000000004
5,2010-08-02,0.8,180D,0.4648188
6,2010-08-02,0.9,180D,0.407246
7,2010-08-02,1.0,180D,0.35594499999999996
8,2010-08-02,1.1,180D,0.30904699999999996
9,2010-08-02,1.2,180D,0.270265
10,2010-08-02,0.8,360D,0.4138881
11,2010-08-02,0.9,360D,0.371761
12,2010-08-02,1.0,360D,0.34011600000000003
13,2010-08-02,1.1,360D,0.320648
14,2010-08-02,1.2,360D,0.2937519
15,2010-08-02,0.8,720D,0.39481310000000003
16,2010-08-02,0.9,720D,0.367524
17,2010-08-02,1.0,720D,0.33974499999999996
18,2010-08-02,1.1,720D,0.298395
19,2010-08-02,1.2,720D,0.2846963
0,2010-08-03,0.8,90D,0.47828380000000004
1,2010-08-03,0.9,90D,0.405447
2,2010-08-03,1.0,90D,0.344711
3,2010-08-03,1.1,90D,0.295143
4,2010-08-03,1.2,90D,0.2581238
5,2010-08-03,0.8,180D,0.4491781
6,2010-08-03,0.9,180D,0.390879
7,2010-08-03,1.0,180D,0.338897
8,2010-08-03,1.1,180D,0.291014
9,2010-08-03,1.2,180D,0.24969380000000002
10,2010-08-03,0.8,360D,0.402035
11,2010-08-03,0.9,360D,0.35054
12,2010-08-03,1.0,360D,0.316339
13,2010-08-03,1.1,360D,0.297982
14,2010-08-03,1.2,360D,0.2768969
15,2010-08-03,0.8,720D,0.3737431
16,2010-08-03,0.9,720D,0.34360199999999996
17,2010-08-03,1.0,720D,0.31477900000000003
18,2010-08-03,1.1,720D,0.277773
19,2010-08-03,1.2,720D,0.26687
0,2010-08-04,0.8,90D,0.490215
1,2010-08-04,0.9,90D,0.417789
2,2010-08-04,1.0,90D,0.360147
3,2010-08-04,1.1,90D,0.305884
4,2010-08-04,1.2,90D,0.26497499999999996
5,2010-08-04,0.8,180D,0.4643231
6,2010-08-04,0.9,180D,0.404283
7,2010-08-04,1.0,180D,0.354279
8,2010-08-04,1.1,180D,0.305616
9,2010-08-04,1.2,180D,0.2672163
10,2010-08-04,0.8,360D,0.416385
11,2010-08-04,0.9,360D,0.371595
12,2010-08-04,1.0,360D,0.332883
13,2010-08-04,1.1,360D,0.316618
14,2010-08-04,1.2,360D,0.28642
15,2010-08-04,0.8,720D,0.3942313
16,2010-08-04,0.9,720D,0.364335
17,2010-08-04,1.0,720D,0.34010399999999996
18,2010-08-04,1.1,720D,0.29351900000000003
19,2010-08-04,1.2,720D,0.27950379999999997
0,2010-08-05,0.8,90D,0.4946563
1,2010-08-05,0.9,90D,0.423322
2,2010-08-05,1.0,90D,0.36078299999999996
3,2010-08-05,1.1,90D,0.31106300000000003
4,2010-08-05,1.2,90D,0.2679563
5,2010-08-05,0.8,180D,0.4706431
6,2010-08-05,0.9,180D,0.41024900000000003
7,2010-08-05,1.0,180D,0.357547
8,2010-08-05,1.1,180D,0.311081
9,2010-08-05,1.2,180D,0.2728663
10,2010-08-05,0.8,360D,0.41852310000000004
11,2010-08-05,0.9,360D,0.375627
12,2010-08-05,1.0,360D,0.34865
13,2010-08-05,1.1,360D,0.31937
14,2010-08-05,1.2,360D,0.2898669
15,2010-08-05,0.8,720D,0.3981738
16,2010-08-05,0.9,720D,0.371846
17,2010-08-05,1.0,720D,0.32211
18,2010-08-05,1.1,720D,0.298236
19,2010-08-05,1.2,720D,0.2802863
0,2010-08-06,0.8,90D,0.5006963
1,2010-08-06,0.9,90D,0.430606
2,2010-08-06,1.0,90D,0.37418
3,2010-08-06,1.1,90D,0.32299500000000003
4,2010-08-06,1.2,90D,0.2842513
5,2010-08-06,0.8,180D,0.4795319
6,2010-08-06,0.9,180D,0.420406
7,2010-08-06,1.0,180D,0.368195
8,2010-08-06,1.1,180D,0.31696799999999997
9,2010-08-06,1.2,180D,0.27454809999999996
10,2010-08-06,0.8,360D,0.4263263
11,2010-08-06,0.9,360D,0.38323300000000005
12,2010-08-06,1.0,360D,0.34795299999999996
13,2010-08-06,1.1,360D,0.32594900000000004
14,2010-08-06,1.2,360D,0.2942113
15,2010-08-06,0.8,720D,0.40651380000000004
16,2010-08-06,0.9,720D,0.379069
17,2010-08-06,1.0,720D,0.336443
18,2010-08-06,1.1,720D,0.302738
19,2010-08-06,1.2,720D,0.285425
0,2010-08-09,0.8,90D,0.5069569
1,2010-08-09,0.9,90D,0.433113
2,2010-08-09,1.0,90D,0.369749
3,2010-08-09,1.1,90D,0.318319
4,2010-08-09,1.2,90D,0.2759969
5,2010-08-09,0.8,180D,0.47565379999999996
6,2010-08-09,0.9,180D,0.41570999999999997
7,2010-08-09,1.0,180D,0.36336100000000005
8,2010-08-09,1.1,180D,0.31915299999999996
9,2010-08-09,1.2,180D,0.28386500000000003
10,2010-08-09,0.8,360D,0.4284169
11,2010-08-09,0.9,360D,0.382653
12,2010-08-09,1.0,360D,0.35619500000000004
13,2010-08-09,1.1,360D,0.327928
14,2010-08-09,1.2,360D,0.3003863
15,2010-08-09,0.8,720D,0.4030481
16,2010-08-09,0.9,720D,0.375041
17,2010-08-09,1.0,720D,0.329223
18,2010-08-09,1.1,720D,0.308135
19,2010-08-09,1.2,720D,0.29124690000000003
0,2010-08-10,0.8,90D,0.50692
1,2010-08-10,0.9,90D,0.432204
2,2010-08-10,1.0,90D,0.368645
3,2010-08-10,1.1,90D,0.317648
4,2010-08-10,1.2,90D,0.2747738
5,2010-08-10,0.8,180D,0.475185
6,2010-08-10,0.9,180D,0.41537100000000005
7,2010-08-10,1.0,180D,0.362192
8,2010-08-10,1.1,180D,0.316486
9,2010-08-10,1.2,180D,0.2789331
10,2010-08-10,0.8,360D,0.4249313
11,2010-08-10,0.9,360D,0.371766
12,2010-08-10,1.0,360D,0.342409
13,2010-08-10,1.1,360D,0.312074
14,2010-08-10,1.2,360D,0.2871731
15,2010-08-10,0.8,720D,0.399125
16,2010-08-10,0.9,720D,0.363286
17,2010-08-10,1.0,720D,0.314557
18,2010-08-10,1.1,720D,0.298886
19,2010-08-10,1.2,720D,0.2904988
0,2010-08-11,0.8,90D,0.5274169
1,2010-08-11,0.9,90D,0.457815
2,2010-08-11,1.0,90D,0.397288
3,2010-08-11,1.1,90D,0.343279
4,2010-08-11,1.2,90D,0.29878879999999997
5,2010-08-11,0.8,180D,0.4977688
6,2010-08-11,0.9,180D,0.43938000000000005
7,2010-08-11,1.0,180D,0.387397
8,2010-08-11,1.1,180D,0.339236
9,2010-08-11,1.2,180D,0.2974288
10,2010-08-11,0.8,360D,0.43794879999999997
11,2010-08-11,0.9,360D,0.39659500000000003
12,2010-08-11,1.0,360D,0.36335700000000004
13,2010-08-11,1.1,360D,0.347649
14,2010-08-11,1.2,360D,0.3171538
15,2010-08-11,0.8,720D,0.4187938
16,2010-08-11,0.9,720D,0.393383
17,2010-08-11,1.0,720D,0.36515000000000003
18,2010-08-11,1.1,720D,0.31892
19,2010-08-11,1.2,720D,0.3046119
0,2010-08-12,0.8,90D,0.5640181
1,2010-08-12,0.9,90D,0.489927
2,2010-08-12,1.0,90D,0.427792
3,2010-08-12,1.1,90D,0.377547
4,2010-08-12,1.2,90D,0.3360313
5,2010-08-12,0.8,180D,0.525155
6,2010-08-12,0.9,180D,0.46781799999999996
7,2010-08-12,1.0,180D,0.41535200000000005
8,2010-08-12,1.1,180D,0.3705
9,2010-08-12,1.2,180D,0.33094999999999997
10,2010-08-12,0.8,360D,0.4924669
11,2010-08-12,0.9,360D,0.42328499999999997
12,2010-08-12,1.0,360D,0.395655
13,2010-08-12,1.1,360D,0.365497
14,2010-08-12,1.2,360D,0.34641500000000003
15,2010-08-12,0.8,720D,0.4485081
16,2010-08-12,0.9,720D,0.41281999999999996
17,2010-08-12,1.0,720D,0.355497
18,2010-08-12,1.1,720D,0.339796
19,2010-08-12,1.2,720D,0.3281281
0,2010-08-13,0.8,90D,0.5605188
1,2010-08-13,0.9,90D,0.477742
2,2010-08-13,1.0,90D,0.415538
3,2010-08-13,1.1,90D,0.37283299999999997
4,2010-08-13,1.2,90D,0.34528309999999995
5,2010-08-13,0.8,180D,0.5191163
6,2010-08-13,0.9,180D,0.460567
7,2010-08-13,1.0,180D,0.40952500000000003
8,2010-08-13,1.1,180D,0.364722
9,2010-08-13,1.2,180D,0.3277588
10,2010-08-13,0.8,360D,0.46199629999999997
11,2010-08-13,0.9,360D,0.419786
12,2010-08-13,1.0,360D,0.39718400000000004
13,2010-08-13,1.1,360D,0.372811
14,2010-08-13,1.2,360D,0.34416870000000005
15,2010-08-13,0.8,720D,0.4412663
16,2010-08-13,0.9,720D,0.41667000000000004
17,2010-08-13,1.0,720D,0.36728900000000003
18,2010-08-13,1.1,720D,0.34403500000000004
19,2010-08-13,1.2,720D,0.3285363
0,2010-08-16,0.8,90D,0.5729919
1,2010-08-16,0.9,90D,0.488646
2,2010-08-16,1.0,90D,0.422412
3,2010-08-16,1.1,90D,0.37514000000000003
4,2010-08-16,1.2,90D,0.3416419
5,2010-08-16,0.8,180D,0.5272363
6,2010-08-16,0.9,180D,0.46945099999999995
7,2010-08-16,1.0,180D,0.41728499999999996
8,2010-08-16,1.1,180D,0.369545
9,2010-08-16,1.2,180D,0.3265863
10,2010-08-16,0.8,360D,0.4664781
11,2010-08-16,0.9,360D,0.423536
12,2010-08-16,1.0,360D,0.398412
13,2010-08-16,1.1,360D,0.375784
14,2010-08-16,1.2,360D,0.3483487
15,2010-08-16,0.8,720D,0.44562309999999994
16,2010-08-16,0.9,720D,0.422579
17,2010-08-16,1.0,720D,0.373048
18,2010-08-16,1.1,720D,0.347128
19,2010-08-16,1.2,720D,0.3316188
0,2010-08-17,0.8,90D,0.5464213
1,2010-08-17,0.9,90D,0.475322
2,2010-08-17,1.0,90D,0.414754
3,2010-08-17,1.1,90D,0.36527299999999996
4,2010-08-17,1.2,90D,0.3254769
5,2010-08-17,0.8,180D,0.5186038
6,2010-08-17,0.9,180D,0.458578
7,2010-08-17,1.0,180D,0.404853
8,2010-08-17,1.1,180D,0.360056
9,2010-08-17,1.2,180D,0.3226038
10,2010-08-17,0.8,360D,0.46035
11,2010-08-17,0.9,360D,0.417128
12,2010-08-17,1.0,360D,0.397495
13,2010-08-17,1.1,360D,0.368272
14,2010-08-17,1.2,360D,0.33985370000000004
15,2010-08-17,0.8,720D,0.43914499999999995
16,2010-08-17,0.9,720D,0.41433
17,2010-08-17,1.0,720D,0.359724
18,2010-08-17,1.1,720D,0.34219
19,2010-08-17,1.2,720D,0.3256038
0,2010-08-18,0.8,90D,0.538095
1,2010-08-18,0.9,90D,0.46174
2,2010-08-18,1.0,90D,0.400823
3,2010-08-18,1.1,90D,0.35560499999999995
4,2010-08-18,1.2,90D,0.3221213
5,2010-08-18,0.8,180D,0.50561
6,2010-08-18,0.9,180D,0.447293
7,2010-08-18,1.0,180D,0.39594
8,2010-08-18,1.1,180D,0.351043
9,2010-08-18,1.2,180D,0.3111138
10,2010-08-18,0.8,360D,0.4514831
11,2010-08-18,0.9,360D,0.409464
12,2010-08-18,1.0,360D,0.386154
13,2010-08-18,1.1,360D,0.360788
14,2010-08-18,1.2,360D,0.3333
15,2010-08-18,0.8,720D,0.4304788
16,2010-08-18,0.9,720D,0.406333
17,2010-08-18,1.0,720D,0.35804600000000003
18,2010-08-18,1.1,720D,0.335259
19,2010-08-18,1.2,720D,0.31894
0,2010-08-19,0.8,90D,0.5457881
1,2010-08-19,0.9,90D,0.473052
2,2010-08-19,1.0,90D,0.413232
3,2010-08-19,1.1,90D,0.364983
4,2010-08-19,1.2,90D,0.3288119
5,2010-08-19,0.8,180D,0.5162713
6,2010-08-19,0.9,180D,0.461691
7,2010-08-19,1.0,180D,0.409813
8,2010-08-19,1.1,180D,0.36564300000000005
9,2010-08-19,1.2,180D,0.3274181
10,2010-08-19,0.8,360D,0.4636719
11,2010-08-19,0.9,360D,0.41814500000000004
12,2010-08-19,1.0,360D,0.395598
13,2010-08-19,1.1,360D,0.369843
14,2010-08-19,1.2,360D,0.3434087
15,2010-08-19,0.8,720D,0.439985
16,2010-08-19,0.9,720D,0.41444499999999995
17,2010-08-19,1.0,720D,0.374917
18,2010-08-19,1.1,720D,0.339728
19,2010-08-19,1.2,720D,0.3273013
0,2010-08-20,0.8,90D,0.5554338
1,2010-08-20,0.9,90D,0.495705
2,2010-08-20,1.0,90D,0.43896500000000005
3,2010-08-20,1.1,90D,0.389193
4,2010-08-20,1.2,90D,0.34606000000000003
5,2010-08-20,0.8,180D,0.5303888
6,2010-08-20,0.9,180D,0.47446800000000006
7,2010-08-20,1.0,180D,0.427472
8,2010-08-20,1.1,180D,0.386689
9,2010-08-20,1.2,180D,0.35092
10,2010-08-20,0.8,360D,0.4764763
11,2010-08-20,0.9,360D,0.43473300000000004
12,2010-08-20,1.0,360D,0.40760399999999997
13,2010-08-20,1.1,360D,0.39360700000000004
14,2010-08-20,1.2,360D,0.367465
15,2010-08-20,0.8,720D,0.4559619
16,2010-08-20,0.9,720D,0.433073
17,2010-08-20,1.0,720D,0.40336599999999995
18,2010-08-20,1.1,720D,0.361346
19,2010-08-20,1.2,720D,0.3506788
0,2010-08-23,0.8,90D,0.5537581
1,2010-08-23,0.9,90D,0.48036700000000004
2,2010-08-23,1.0,90D,0.420075
3,2010-08-23,1.1,90D,0.373702
4,2010-08-23,1.2,90D,0.33616999999999997
5,2010-08-23,0.8,180D,0.5229769000000001
6,2010-08-23,0.9,180D,0.46704900000000005
7,2010-08-23,1.0,180D,0.416646
8,2010-08-23,1.1,180D,0.376554
9,2010-08-23,1.2,180D,0.34442
10,2010-08-23,0.8,360D,0.4710938
11,2010-08-23,0.9,360D,0.427304
12,2010-08-23,1.0,360D,0.404601
13,2010-08-23,1.1,360D,0.380628
14,2010-08-23,1.2,360D,0.3535313
15,2010-08-23,0.8,720D,0.44806379999999996
16,2010-08-23,0.9,720D,0.424057
17,2010-08-23,1.0,720D,0.385614
18,2010-08-23,1.1,720D,0.34877
19,2010-08-23,1.2,720D,0.33691630000000006
0,2010-08-24,0.8,90D,0.5512681
1,2010-08-24,0.9,90D,0.488194
2,2010-08-24,1.0,90D,0.42871200000000004
3,2010-08-24,1.1,90D,0.37979199999999996
4,2010-08-24,1.2,90D,0.3341231
5,2010-08-24,0.8,180D,0.5287488
6,2010-08-24,0.9,180D,0.47287999999999997
7,2010-08-24,1.0,180D,0.423407
8,2010-08-24,1.1,180D,0.381656
9,2010-08-24,1.2,180D,0.34623620000000005
10,2010-08-24,0.8,360D,0.4752131
11,2010-08-24,0.9,360D,0.43388
12,2010-08-24,1.0,360D,0.41126399999999996
13,2010-08-24,1.1,360D,0.391952
14,2010-08-24,1.2,360D,0.3647931
15,2010-08-24,0.8,720D,0.455355
16,2010-08-24,0.9,720D,0.43189
17,2010-08-24,1.0,720D,0.396787
18,2010-08-24,1.1,720D,0.35863500000000004
19,2010-08-24,1.2,720D,0.3477481
0,2010-08-25,0.8,90D,0.5761619
1,2010-08-25,0.9,90D,0.499369
2,2010-08-25,1.0,90D,0.444771
3,2010-08-25,1.1,90D,0.394756
4,2010-08-25,1.2,90D,0.3625331
5,2010-08-25,0.8,180D,0.5407038
6,2010-08-25,0.9,180D,0.48418300000000003
7,2010-08-25,1.0,180D,0.436597
8,2010-08-25,1.1,180D,0.39490200000000003
9,2010-08-25,1.2,180D,0.36046880000000003
10,2010-08-25,0.8,360D,0.48824
11,2010-08-25,0.9,360D,0.447654
12,2010-08-25,1.0,360D,0.41610199999999997
13,2010-08-25,1.1,360D,0.407445
14,2010-08-25,1.2,360D,0.37830129999999995
15,2010-08-25,0.8,720D,0.4685931
16,2010-08-25,0.9,720D,0.44635800000000003
17,2010-08-25,1.0,720D,0.41964
18,2010-08-25,1.1,720D,0.373097
19,2010-08-25,1.2,720D,0.3609463
0,2010-08-26,0.8,90D,0.557635
1,2010-08-26,0.9,90D,0.48143300000000006
2,2010-08-26,1.0,90D,0.426636
3,2010-08-26,1.1,90D,0.37589399999999995
4,2010-08-26,1.2,90D,0.3457081
5,2010-08-26,0.8,180D,0.526415
6,2010-08-26,0.9,180D,0.471556
7,2010-08-26,1.0,180D,0.42383400000000004
8,2010-08-26,1.1,180D,0.378936
9,2010-08-26,1.2,180D,0.3428081
10,2010-08-26,0.8,360D,0.4739481
11,2010-08-26,0.9,360D,0.431327
12,2010-08-26,1.0,360D,0.40037599999999995
13,2010-08-26,1.1,360D,0.386646
14,2010-08-26,1.2,360D,0.35930880000000004
15,2010-08-26,0.8,720D,0.45281190000000004
16,2010-08-26,0.9,720D,0.43085
17,2010-08-26,1.0,720D,0.389071
18,2010-08-26,1.1,720D,0.355491
19,2010-08-26,1.2,720D,0.34295810000000004
0,2010-08-27,0.8,90D,0.5540888
1,2010-08-27,0.9,90D,0.481345
2,2010-08-27,1.0,90D,0.41929299999999997
3,2010-08-27,1.1,90D,0.372211
4,2010-08-27,1.2,90D,0.33219499999999996
5,2010-08-27,0.8,180D,0.5227238
6,2010-08-27,0.9,180D,0.469395
7,2010-08-27,1.0,180D,0.420284
8,2010-08-27,1.1,180D,0.378231
9,2010-08-27,1.2,180D,0.34245
10,2010-08-27,0.8,360D,0.47243630000000003
11,2010-08-27,0.9,360D,0.43121200000000004
12,2010-08-27,1.0,360D,0.40527799999999997
13,2010-08-27,1.1,360D,0.384874
14,2010-08-27,1.2,360D,0.3554337
15,2010-08-27,0.8,720D,0.45328809999999997
16,2010-08-27,0.9,720D,0.428941
17,2010-08-27,1.0,720D,0.394508
18,2010-08-27,1.1,720D,0.352178
19,2010-08-27,1.2,720D,0.339575
0,2010-08-30,0.8,90D,0.5539613
1,2010-08-30,0.9,90D,0.489082
2,2010-08-30,1.0,90D,0.432319
3,2010-08-30,1.1,90D,0.379269
4,2010-08-30,1.2,90D,0.3326631
5,2010-08-30,0.8,180D,0.5282563
6,2010-08-30,0.9,180D,0.47747700000000004
7,2010-08-30,1.0,180D,0.429091
8,2010-08-30,1.1,180D,0.382144
9,2010-08-30,1.2,180D,0.3401263
10,2010-08-30,0.8,360D,0.47486379999999995
11,2010-08-30,0.9,360D,0.43428400000000006
12,2010-08-30,1.0,360D,0.405933
13,2010-08-30,1.1,360D,0.391139
14,2010-08-30,1.2,360D,0.3599781
15,2010-08-30,0.8,720D,0.4563763
16,2010-08-30,0.9,720D,0.433289
17,2010-08-30,1.0,720D,0.40303400000000006
18,2010-08-30,1.1,720D,0.358308
19,2010-08-30,1.2,720D,0.3446931
0,2010-08-31,0.8,90D,0.5690388
1,2010-08-31,0.9,90D,0.491933
2,2010-08-31,1.0,90D,0.437527
3,2010-08-31,1.1,90D,0.386534
4,2010-08-31,1.2,90D,0.35314
5,2010-08-31,0.8,180D,0.5356538
6,2010-08-31,0.9,180D,0.482113
7,2010-08-31,1.0,180D,0.436145
8,2010-08-31,1.1,180D,0.391342
9,2010-08-31,1.2,180D,0.3559338
10,2010-08-31,0.8,360D,0.4791863
11,2010-08-31,0.9,360D,0.437168
12,2010-08-31,1.0,360D,0.40401899999999996
13,2010-08-31,1.1,360D,0.394539
14,2010-08-31,1.2,360D,0.3650213
15,2010-08-31,0.8,720D,0.4581569
16,2010-08-31,0.9,720D,0.43447899999999995
17,2010-08-31,1.0,720D,0.407363
18,2010-08-31,1.1,720D,0.361014
19,2010-08-31,1.2,720D,0.34845129999999996
0,2010-09-01,0.8,90D,0.5310531000000001
1,2010-09-01,0.9,90D,0.466608
2,2010-09-01,1.0,90D,0.414713
3,2010-09-01,1.1,90D,0.362928
4,2010-09-01,1.2,90D,0.32140810000000003
5,2010-09-01,0.8,180D,0.5129931
6,2010-09-01,0.9,180D,0.45986899999999997
7,2010-09-01,1.0,180D,0.413378
8,2010-09-01,1.1,180D,0.368337
9,2010-09-01,1.2,180D,0.3322681
10,2010-09-01,0.8,360D,0.460795
11,2010-09-01,0.9,360D,0.421048
12,2010-09-01,1.0,360D,0.394425
13,2010-09-01,1.1,360D,0.378754
14,2010-09-01,1.2,360D,0.35291809999999996
15,2010-09-01,0.8,720D,0.44313189999999997
16,2010-09-01,0.9,720D,0.421701
17,2010-09-01,1.0,720D,0.379271
18,2010-09-01,1.1,720D,0.348866
19,2010-09-01,1.2,720D,0.33630629999999995
0,2010-09-02,0.8,90D,0.5136
1,2010-09-02,0.9,90D,0.44994999999999996
2,2010-09-02,1.0,90D,0.397341
3,2010-09-02,1.1,90D,0.34860199999999997
4,2010-09-02,1.2,90D,0.3099081
5,2010-09-02,0.8,180D,0.4961463
6,2010-09-02,0.9,180D,0.44441200000000003
7,2010-09-02,1.0,180D,0.39803199999999994
8,2010-09-02,1.1,180D,0.353281
9,2010-09-02,1.2,180D,0.3173831
10,2010-09-02,0.8,360D,0.4459031
11,2010-09-02,0.9,360D,0.40118200000000004
12,2010-09-02,1.0,360D,0.376029
13,2010-09-02,1.1,360D,0.362704
14,2010-09-02,1.2,360D,0.3431463
15,2010-09-02,0.8,720D,0.42345999999999995
16,2010-09-02,0.9,720D,0.400609
17,2010-09-02,1.0,720D,0.360652
18,2010-09-02,1.1,720D,0.335529
19,2010-09-02,1.2,720D,0.32630879999999995
0,2010-09-03,0.8,90D,0.488605
1,2010-09-03,0.9,90D,0.42484900000000003
2,2010-09-03,1.0,90D,0.366301
3,2010-09-03,1.1,90D,0.31789
4,2010-09-03,1.2,90D,0.2734631
5,2010-09-03,0.8,180D,0.47375190000000006
6,2010-09-03,0.9,180D,0.419888
7,2010-09-03,1.0,180D,0.369881
8,2010-09-03,1.1,180D,0.329032
9,2010-09-03,1.2,180D,0.29212689999999997
10,2010-09-03,0.8,360D,0.43625
11,2010-09-03,0.9,360D,0.387639
12,2010-09-03,1.0,360D,0.370138
13,2010-09-03,1.1,360D,0.343984
14,2010-09-03,1.2,360D,0.3227163
15,2010-09-03,0.8,720D,0.4107631
16,2010-09-03,0.9,720D,0.38514699999999996
17,2010-09-03,1.0,720D,0.334822
18,2010-09-03,1.1,720D,0.319992
19,2010-09-03,1.2,720D,0.30738309999999996
0,2010-09-06,0.8,90D,0.484015
1,2010-09-06,0.9,90D,0.419037
2,2010-09-06,1.0,90D,0.36855499999999997
3,2010-09-06,1.1,90D,0.316998
4,2010-09-06,1.2,90D,0.2780719
5,2010-09-06,0.8,180D,0.47186880000000003
6,2010-09-06,0.9,180D,0.410661
7,2010-09-06,1.0,180D,0.365509
8,2010-09-06,1.1,180D,0.324163
9,2010-09-06,1.2,180D,0.295275
10,2010-09-06,0.8,360D,0.4259269
11,2010-09-06,0.9,360D,0.385116
12,2010-09-06,1.0,360D,0.350843
13,2010-09-06,1.1,360D,0.34456899999999996
14,2010-09-06,1.2,360D,0.3179119
15,2010-09-06,0.8,720D,0.406875
16,2010-09-06,0.9,720D,0.38150399999999995
17,2010-09-06,1.0,720D,0.359454
18,2010-09-06,1.1,720D,0.31773399999999996
19,2010-09-06,1.2,720D,0.3063613
0,2010-09-07,0.8,90D,0.5001963
1,2010-09-07,0.9,90D,0.436522
2,2010-09-07,1.0,90D,0.37707999999999997
3,2010-09-07,1.1,90D,0.331219
4,2010-09-07,1.2,90D,0.2906688
5,2010-09-07,0.8,180D,0.4806463
6,2010-09-07,0.9,180D,0.42806600000000006
7,2010-09-07,1.0,180D,0.37882
8,2010-09-07,1.1,180D,0.334066
9,2010-09-07,1.2,180D,0.29607
10,2010-09-07,0.8,360D,0.429945
11,2010-09-07,0.9,360D,0.39275
12,2010-09-07,1.0,360D,0.373594
13,2010-09-07,1.1,360D,0.35155200000000003
14,2010-09-07,1.2,360D,0.32474379999999997
15,2010-09-07,0.8,720D,0.4138562
16,2010-09-07,0.9,720D,0.391986
17,2010-09-07,1.0,720D,0.348761
18,2010-09-07,1.1,720D,0.3258
19,2010-09-07,1.2,720D,0.31098
0,2010-09-08,0.8,90D,0.5114338
1,2010-09-08,0.9,90D,0.450415
2,2010-09-08,1.0,90D,0.39293500000000003
3,2010-09-08,1.1,90D,0.34517899999999996
4,2010-09-08,1.2,90D,0.3025969
5,2010-09-08,0.8,180D,0.49577190000000004
6,2010-09-08,0.9,180D,0.437462
7,2010-09-08,1.0,180D,0.38752899999999996
8,2010-09-08,1.1,180D,0.347588
9,2010-09-08,1.2,180D,0.3134381
10,2010-09-08,0.8,360D,0.4430988
11,2010-09-08,0.9,360D,0.403922
12,2010-09-08,1.0,360D,0.387676
13,2010-09-08,1.1,360D,0.361172
14,2010-09-08,1.2,360D,0.3335563
15,2010-09-08,0.8,720D,0.42608379999999996
16,2010-09-08,0.9,720D,0.403474
17,2010-09-08,1.0,720D,0.35456299999999996
18,2010-09-08,1.1,720D,0.335643
19,2010-09-08,1.2,720D,0.31904499999999997
0,2010-09-09,0.8,90D,0.4896188
1,2010-09-09,0.9,90D,0.425394
2,2010-09-09,1.0,90D,0.36670200000000003
3,2010-09-09,1.1,90D,0.319834
4,2010-09-09,1.2,90D,0.278575
5,2010-09-09,0.8,180D,0.47091500000000003
6,2010-09-09,0.9,180D,0.41767200000000004
7,2010-09-09,1.0,180D,0.367818
8,2010-09-09,1.1,180D,0.323988
9,2010-09-09,1.2,180D,0.2876269
10,2010-09-09,0.8,360D,0.42616129999999997
11,2010-09-09,0.9,360D,0.387215
12,2010-09-09,1.0,360D,0.360563
13,2010-09-09,1.1,360D,0.341883
14,2010-09-09,1.2,360D,0.31349689999999997
15,2010-09-09,0.8,720D,0.408795
16,2010-09-09,0.9,720D,0.384982
17,2010-09-09,1.0,720D,0.354109
18,2010-09-09,1.1,720D,0.316456
19,2010-09-09,1.2,720D,0.3032663
0,2010-09-10,0.8,90D,0.4954431
1,2010-09-10,0.9,90D,0.43241999999999997
2,2010-09-10,1.0,90D,0.377455
3,2010-09-10,1.1,90D,0.329627
4,2010-09-10,1.2,90D,0.2895013
5,2010-09-10,0.8,180D,0.48143810000000004
6,2010-09-10,0.9,180D,0.42867199999999994
7,2010-09-10,1.0,180D,0.379175
8,2010-09-10,1.1,180D,0.33213000000000004
9,2010-09-10,1.2,180D,0.2964613
10,2010-09-10,0.8,360D,0.43450310000000003
11,2010-09-10,0.9,360D,0.394504
12,2010-09-10,1.0,360D,0.36656500000000003
13,2010-09-10,1.1,360D,0.35344200000000003
14,2010-09-10,1.2,360D,0.3267131
15,2010-09-10,0.8,720D,0.4167769
16,2010-09-10,0.9,720D,0.392382
17,2010-09-10,1.0,720D,0.36618
18,2010-09-10,1.1,720D,0.327078
19,2010-09-10,1.2,720D,0.31541810000000003
0,2010-09-13,0.8,90D,0.479125
1,2010-09-13,0.9,90D,0.415966
2,2010-09-13,1.0,90D,0.356111
3,2010-09-13,1.1,90D,0.30768
4,2010-09-13,1.2,90D,0.26361999999999997
5,2010-09-13,0.8,180D,0.4581219
6,2010-09-13,0.9,180D,0.40553400000000006
